States,Agegrp,Month,Deaths
Oklahoma,85+ years,3/1/2018,878
Oklahoma,85+ years,4/1/2018,816
Oklahoma,85+ years,5/1/2018,865
Oklahoma,85+ years,6/1/2018,769
Oklahoma,85+ years,7/1/2018,805
Oklahoma,85+ years,8/1/2018,795
Oklahoma,85+ years,9/1/2018,739
Oklahoma,85+ years,10/1/2018,874
Oklahoma,85+ years,11/1/2018,911
Oklahoma,85+ years,12/1/2018,908
Oklahoma,85+ years,1/1/2019,972
Oklahoma,85+ years,2/1/2019,837
Oklahoma,85+ years,3/1/2019,991
Oklahoma,85+ years,4/1/2019,806
Oklahoma,85+ years,5/1/2019,805
Oklahoma,85+ years,6/1/2019,800
Oklahoma,85+ years,7/1/2019,825
Oklahoma,85+ years,8/1/2019,828
Oklahoma,85+ years,9/1/2019,789
Oklahoma,85+ years,10/1/2019,831
Oklahoma,85+ years,11/1/2019,898
Oklahoma,85+ years,12/1/2019,933
Oklahoma,85+ years,1/1/2020,999
Oklahoma,85+ years,2/1/2020,850
Oklahoma,85+ years,3/1/2020,954
Oklahoma,85+ years,4/1/2020,927
Oklahoma,85+ years,5/1/2020,852
Oklahoma,85+ years,6/1/2020,812
Oklahoma,85+ years,7/1/2020,925
Oklahoma,85+ years,8/1/2020,941
Oklahoma,85+ years,9/1/2020,878
Oklahoma,85+ years,10/1/2020,1158
Oklahoma,85+ years,11/1/2020,1293
Oklahoma,85+ years,12/1/2020,1547
Oklahoma,85+ years,1/1/2021,1489
Oklahoma,85+ years,2/1/2021,947
Oklahoma,85+ years,3/1/2021,839
Oklahoma,85+ years,4/1/2021,804
Oklahoma,85+ years,5/1/2021,841
Oklahoma,85+ years,6/1/2021,788
Oklahoma,85+ years,7/1/2021,875
Oklahoma,85+ years,8/1/2021,966
Oklahoma,85+ years,9/1/2021,973
Oklahoma,85+ years,10/1/2021,971
Oklahoma,85+ years,11/1/2021,883
Oklahoma,85+ years,12/1/2021,960
Oregon,< 1 year,1/1/2018,19
Oregon,< 1 year,2/1/2018,16
Oregon,< 1 year,3/1/2018,12
Oregon,< 1 year,4/1/2018,15
Oregon,< 1 year,5/1/2018,11
Oregon,< 1 year,6/1/2018,11
Oregon,< 1 year,7/1/2018,11
Oregon,< 1 year,8/1/2018,11
Oregon,< 1 year,9/1/2018,13
Oregon,< 1 year,10/1/2018,22
Oregon,< 1 year,11/1/2018,21
Oregon,< 1 year,12/1/2018,14
Oregon,< 1 year,1/1/2019,12
Oregon,< 1 year,2/1/2019,19
Oregon,< 1 year,3/1/2019,23
Oregon,< 1 year,4/1/2019,11
Oregon,< 1 year,5/1/2019,13
Oregon,< 1 year,6/1/2019,19
Oregon,< 1 year,7/1/2019,18
Oregon,< 1 year,8/1/2019,16
Oregon,< 1 year,9/1/2019,15
Oregon,< 1 year,10/1/2019,17
Oregon,< 1 year,11/1/2019,17
Oregon,< 1 year,12/1/2019,23
Oregon,< 1 year,1/1/2020,14
Oregon,< 1 year,3/1/2020,19
Oregon,< 1 year,5/1/2020,19
Oregon,< 1 year,7/1/2020,16
Oregon,< 1 year,8/1/2020,14
Oregon,< 1 year,9/1/2020,14
Oregon,< 1 year,10/1/2020,21
Oregon,< 1 year,11/1/2020,13
Oregon,< 1 year,12/1/2020,13
Oregon,< 1 year,1/1/2021,18
Oregon,< 1 year,2/1/2021,11
Oregon,< 1 year,3/1/2021,16
Oregon,< 1 year,4/1/2021,12
Oregon,< 1 year,5/1/2021,10
Oregon,< 1 year,7/1/2021,10
Oregon,< 1 year,8/1/2021,13
Oregon,< 1 year,9/1/2021,16
Oregon,< 1 year,10/1/2021,13
Oregon,< 1 year,12/1/2021,20
Oregon,5-14 years,12/1/2021,11
Oregon,15-24 years,1/1/2018,29
Oregon,15-24 years,2/1/2018,25
Oregon,15-24 years,3/1/2018,29
Oregon,15-24 years,4/1/2018,31
Oregon,15-24 years,5/1/2018,25
Oregon,15-24 years,6/1/2018,30
Oregon,15-24 years,7/1/2018,31
Oregon,15-24 years,8/1/2018,16
Oregon,15-24 years,9/1/2018,29
Oregon,15-24 years,10/1/2018,26
Oregon,15-24 years,11/1/2018,13
Oregon,15-24 years,12/1/2018,25
Oregon,15-24 years,1/1/2019,24
Oregon,15-24 years,2/1/2019,17
Oregon,15-24 years,3/1/2019,38
Oregon,15-24 years,4/1/2019,20
Oregon,15-24 years,5/1/2019,20
Oregon,15-24 years,6/1/2019,40
Oregon,15-24 years,7/1/2019,26
Oregon,15-24 years,8/1/2019,25
Oregon,15-24 years,9/1/2019,30
Oregon,15-24 years,10/1/2019,26
Oregon,15-24 years,11/1/2019,24
Oregon,15-24 years,12/1/2019,24
Oregon,15-24 years,1/1/2020,23
Oregon,15-24 years,2/1/2020,21
Oregon,15-24 years,3/1/2020,21
Oregon,15-24 years,4/1/2020,26
Oregon,15-24 years,5/1/2020,32
Oregon,15-24 years,6/1/2020,31
Oregon,15-24 years,7/1/2020,39
Oregon,15-24 years,8/1/2020,41
Oregon,15-24 years,9/1/2020,29
Oregon,15-24 years,10/1/2020,40
Oregon,15-24 years,11/1/2020,39
Oregon,15-24 years,12/1/2020,42
Oregon,15-24 years,1/1/2021,33
Oregon,15-24 years,2/1/2021,30
Oregon,15-24 years,3/1/2021,29
Oregon,15-24 years,4/1/2021,38
Oregon,15-24 years,5/1/2021,47
Oregon,15-24 years,6/1/2021,34
Oregon,15-24 years,7/1/2021,42
Oregon,15-24 years,8/1/2021,31
Oregon,15-24 years,9/1/2021,33
Oregon,15-24 years,10/1/2021,33
Oregon,15-24 years,11/1/2021,25
Oregon,15-24 years,12/1/2021,27
Oregon,25-34 years,1/1/2018,49
Oregon,25-34 years,2/1/2018,43
Oregon,25-34 years,3/1/2018,51
Oregon,25-34 years,4/1/2018,49
Oregon,25-34 years,5/1/2018,41
Oregon,25-34 years,6/1/2018,56
Oregon,25-34 years,7/1/2018,52
Oregon,25-34 years,8/1/2018,58
Oregon,25-34 years,9/1/2018,45
Oregon,25-34 years,10/1/2018,50
Oregon,25-34 years,11/1/2018,48
Oregon,25-34 years,12/1/2018,51
Oregon,25-34 years,1/1/2019,45
Oregon,25-34 years,2/1/2019,43
Oregon,25-34 years,3/1/2019,54
Oregon,25-34 years,4/1/2019,61
Oregon,25-34 years,5/1/2019,42
Oregon,25-34 years,6/1/2019,53
Oregon,25-34 years,7/1/2019,53
Oregon,25-34 years,8/1/2019,52
Oregon,25-34 years,9/1/2019,39
Oregon,25-34 years,10/1/2019,43
Oregon,25-34 years,11/1/2019,52
Oregon,25-34 years,12/1/2019,55
Oregon,25-34 years,1/1/2020,55
Oregon,25-34 years,2/1/2020,49
Oregon,25-34 years,3/1/2020,53
Oregon,25-34 years,4/1/2020,48
Oregon,25-34 years,5/1/2020,66
Oregon,25-34 years,6/1/2020,59
Oregon,25-34 years,7/1/2020,65
Oregon,25-34 years,8/1/2020,78
Oregon,25-34 years,9/1/2020,65
Oregon,25-34 years,10/1/2020,60
Oregon,25-34 years,11/1/2020,69
Oregon,25-34 years,12/1/2020,69
Oregon,25-34 years,1/1/2021,66
Oregon,25-34 years,2/1/2021,51
Oregon,25-34 years,3/1/2021,62
Oregon,25-34 years,4/1/2021,61
Oregon,25-34 years,5/1/2021,68
Oregon,25-34 years,6/1/2021,77
Oregon,25-34 years,7/1/2021,64
Oregon,25-34 years,8/1/2021,80
Oregon,25-34 years,9/1/2021,81
Oregon,25-34 years,10/1/2021,102
Oregon,25-34 years,11/1/2021,78
Oregon,25-34 years,12/1/2021,79
Oregon,35-44 years,1/1/2018,70
Oregon,35-44 years,2/1/2018,48
Oregon,35-44 years,3/1/2018,61
Oregon,35-44 years,4/1/2018,68
Oregon,35-44 years,5/1/2018,59
Oregon,35-44 years,6/1/2018,76
Oregon,35-44 years,7/1/2018,69
Oregon,35-44 years,8/1/2018,73
Oregon,35-44 years,9/1/2018,67
Oregon,35-44 years,10/1/2018,80
Oregon,35-44 years,11/1/2018,76
Oregon,35-44 years,12/1/2018,66
Oregon,35-44 years,1/1/2019,61
Oregon,35-44 years,2/1/2019,63
Oregon,35-44 years,3/1/2019,88
Oregon,35-44 years,4/1/2019,63
Oregon,35-44 years,5/1/2019,99
Oregon,35-44 years,6/1/2019,82
Oregon,35-44 years,7/1/2019,70
Oregon,35-44 years,8/1/2019,83
Oregon,35-44 years,9/1/2019,85
Oregon,35-44 years,10/1/2019,56
Oregon,35-44 years,11/1/2019,72
Oregon,35-44 years,12/1/2019,68
Oregon,35-44 years,1/1/2020,88
Oregon,35-44 years,2/1/2020,65
Oregon,35-44 years,3/1/2020,85
Oregon,35-44 years,4/1/2020,71
Oregon,35-44 years,5/1/2020,83
Oregon,35-44 years,6/1/2020,81
Oregon,35-44 years,7/1/2020,96
Oregon,35-44 years,8/1/2020,92
Oregon,35-44 years,9/1/2020,84
Oregon,35-44 years,10/1/2020,107
Oregon,35-44 years,11/1/2020,84
Oregon,35-44 years,12/1/2020,86
Oregon,35-44 years,1/1/2021,111
Oregon,35-44 years,2/1/2021,82
Oregon,35-44 years,3/1/2021,100
Oregon,35-44 years,4/1/2021,96
Oregon,35-44 years,5/1/2021,104
Oregon,35-44 years,6/1/2021,112
Oregon,35-44 years,7/1/2021,127
Oregon,35-44 years,8/1/2021,119
Oregon,35-44 years,9/1/2021,157
Oregon,35-44 years,10/1/2021,130
Oregon,35-44 years,11/1/2021,126
Oregon,35-44 years,12/1/2021,136
Oregon,45-54 years,1/1/2018,170
Oregon,45-54 years,2/1/2018,137
Oregon,45-54 years,3/1/2018,152
Oregon,45-54 years,4/1/2018,169
Oregon,45-54 years,5/1/2018,153
Oregon,45-54 years,6/1/2018,140
Oregon,45-54 years,7/1/2018,164
Oregon,45-54 years,8/1/2018,148
Oregon,45-54 years,9/1/2018,152
Oregon,45-54 years,10/1/2018,142
Oregon,45-54 years,11/1/2018,127
Oregon,45-54 years,12/1/2018,148
Oregon,45-54 years,1/1/2019,159
Oregon,45-54 years,2/1/2019,147
Oregon,45-54 years,3/1/2019,154
Oregon,45-54 years,4/1/2019,141
Oregon,45-54 years,5/1/2019,157
Oregon,45-54 years,6/1/2019,128
Oregon,45-54 years,7/1/2019,150
Oregon,45-54 years,8/1/2019,149
Oregon,45-54 years,9/1/2019,133
Oregon,45-54 years,10/1/2019,155
Oregon,45-54 years,11/1/2019,137
Oregon,45-54 years,12/1/2019,153
Oregon,45-54 years,1/1/2020,156
Oregon,45-54 years,2/1/2020,138
Oregon,45-54 years,3/1/2020,176
Oregon,45-54 years,4/1/2020,161
Oregon,45-54 years,5/1/2020,183
Oregon,45-54 years,6/1/2020,147
Oregon,45-54 years,7/1/2020,180
Oregon,45-54 years,8/1/2020,173
Oregon,45-54 years,9/1/2020,180
Oregon,45-54 years,10/1/2020,161
Oregon,45-54 years,11/1/2020,172
Oregon,45-54 years,12/1/2020,182
Oregon,45-54 years,1/1/2021,193
Oregon,45-54 years,2/1/2021,166
Oregon,45-54 years,3/1/2021,178
Oregon,45-54 years,4/1/2021,154
Oregon,45-54 years,5/1/2021,195
Oregon,45-54 years,6/1/2021,182
Oregon,45-54 years,7/1/2021,193
Oregon,45-54 years,8/1/2021,247
Oregon,45-54 years,9/1/2021,254
Oregon,45-54 years,10/1/2021,231
Oregon,45-54 years,11/1/2021,198
Oregon,45-54 years,12/1/2021,218
Oregon,55-64 years,1/1/2018,433
Oregon,55-64 years,2/1/2018,331
Oregon,55-64 years,3/1/2018,409
Oregon,55-64 years,4/1/2018,383
Oregon,55-64 years,5/1/2018,355
Oregon,55-64 years,6/1/2018,358
Oregon,55-64 years,7/1/2018,316
Oregon,55-64 years,8/1/2018,324
Oregon,55-64 years,9/1/2018,348
Oregon,55-64 years,10/1/2018,384
Oregon,55-64 years,11/1/2018,415
Oregon,55-64 years,12/1/2018,432
Oregon,55-64 years,1/1/2019,434
Oregon,55-64 years,2/1/2019,364
Oregon,55-64 years,3/1/2019,419
Oregon,55-64 years,4/1/2019,381
Oregon,55-64 years,5/1/2019,374
Oregon,55-64 years,6/1/2019,349
Oregon,55-64 years,7/1/2019,378
Oregon,55-64 years,8/1/2019,364
Oregon,55-64 years,9/1/2019,365
Oregon,55-64 years,10/1/2019,400
Oregon,55-64 years,11/1/2019,389
Oregon,55-64 years,12/1/2019,385
Oregon,55-64 years,1/1/2020,404
Oregon,55-64 years,2/1/2020,350
Oregon,55-64 years,3/1/2020,413
Oregon,55-64 years,4/1/2020,398
Oregon,55-64 years,5/1/2020,386
Oregon,55-64 years,6/1/2020,380
Oregon,55-64 years,7/1/2020,405
Oregon,55-64 years,8/1/2020,427
Oregon,55-64 years,9/1/2020,381
Oregon,55-64 years,10/1/2020,403
Oregon,55-64 years,11/1/2020,419
Oregon,55-64 years,12/1/2020,454
Oregon,55-64 years,1/1/2021,453
Oregon,55-64 years,2/1/2021,394
Oregon,55-64 years,3/1/2021,432
Oregon,55-64 years,4/1/2021,447
Oregon,55-64 years,5/1/2021,415
Oregon,55-64 years,6/1/2021,474
Oregon,55-64 years,7/1/2021,406
Oregon,55-64 years,8/1/2021,536
Oregon,55-64 years,9/1/2021,593
Oregon,55-64 years,10/1/2021,512
Oregon,55-64 years,11/1/2021,494
Oregon,55-64 years,12/1/2021,473
Oregon,65-74 years,1/1/2018,680
Oregon,65-74 years,2/1/2018,561
Oregon,65-74 years,3/1/2018,648
Oregon,65-74 years,4/1/2018,630
Oregon,65-74 years,5/1/2018,608
Oregon,65-74 years,6/1/2018,559
Oregon,65-74 years,7/1/2018,563
Oregon,65-74 years,8/1/2018,592
Oregon,65-74 years,9/1/2018,559
Oregon,65-74 years,10/1/2018,635
Oregon,65-74 years,11/1/2018,576
Oregon,65-74 years,12/1/2018,642
Oregon,65-74 years,1/1/2019,613
Oregon,65-74 years,2/1/2019,629
Oregon,65-74 years,3/1/2019,710
Oregon,65-74 years,4/1/2019,637
Oregon,65-74 years,5/1/2019,665
Oregon,65-74 years,6/1/2019,625
Oregon,65-74 years,7/1/2019,608
Oregon,65-74 years,8/1/2019,575
Oregon,65-74 years,9/1/2019,587
Oregon,65-74 years,10/1/2019,645
Oregon,65-74 years,11/1/2019,650
Oregon,65-74 years,12/1/2019,715
Oregon,65-74 years,1/1/2020,648
Oregon,65-74 years,2/1/2020,671
Oregon,65-74 years,3/1/2020,717
Oregon,65-74 years,4/1/2020,716
Oregon,65-74 years,5/1/2020,668
Oregon,65-74 years,6/1/2020,624
Oregon,65-74 years,7/1/2020,649
Oregon,65-74 years,8/1/2020,709
Oregon,65-74 years,9/1/2020,642
Oregon,65-74 years,10/1/2020,682
Oregon,65-74 years,11/1/2020,733
Oregon,65-74 years,12/1/2020,878
Oregon,65-74 years,1/1/2021,813
Oregon,65-74 years,2/1/2021,678
Oregon,65-74 years,3/1/2021,732
Oregon,65-74 years,4/1/2021,706
Oregon,65-74 years,5/1/2021,781
Oregon,65-74 years,6/1/2021,756
Oregon,65-74 years,7/1/2021,790
Oregon,65-74 years,8/1/2021,916
Oregon,65-74 years,9/1/2021,929
Oregon,65-74 years,10/1/2021,911
Oregon,65-74 years,11/1/2021,795
Oregon,65-74 years,12/1/2021,829
Oregon,75-84 years,1/1/2018,874
Oregon,75-84 years,2/1/2018,650
Oregon,75-84 years,3/1/2018,819
Oregon,75-84 years,4/1/2018,737
Oregon,75-84 years,5/1/2018,664
Oregon,75-84 years,6/1/2018,710
Oregon,75-84 years,7/1/2018,730
Oregon,75-84 years,8/1/2018,677
Oregon,75-84 years,9/1/2018,667
Oregon,75-84 years,10/1/2018,733
Oregon,75-84 years,11/1/2018,781
Oregon,75-84 years,12/1/2018,787
Oregon,75-84 years,1/1/2019,813
Oregon,75-84 years,2/1/2019,714
Oregon,75-84 years,3/1/2019,833
Oregon,75-84 years,4/1/2019,760
Oregon,75-84 years,5/1/2019,751
Oregon,75-84 years,6/1/2019,718
Oregon,75-84 years,7/1/2019,715
Oregon,75-84 years,8/1/2019,699
Oregon,75-84 years,9/1/2019,798
Oregon,75-84 years,10/1/2019,802
Oregon,75-84 years,11/1/2019,775
Oregon,75-84 years,12/1/2019,819
Oregon,75-84 years,1/1/2020,835
Oregon,75-84 years,2/1/2020,798
Oregon,75-84 years,3/1/2020,883
Oregon,75-84 years,4/1/2020,776
Oregon,75-84 years,5/1/2020,775
Oregon,75-84 years,6/1/2020,753
Oregon,75-84 years,7/1/2020,817
Oregon,75-84 years,8/1/2020,837
Oregon,75-84 years,9/1/2020,806
Oregon,75-84 years,10/1/2020,842
Oregon,75-84 years,11/1/2020,959
Oregon,75-84 years,12/1/2020,1028
Oregon,75-84 years,1/1/2021,976
Oregon,75-84 years,2/1/2021,775
Oregon,75-84 years,3/1/2021,929
Oregon,75-84 years,4/1/2021,841
Oregon,75-84 years,5/1/2021,868
Oregon,75-84 years,6/1/2021,883
Oregon,75-84 years,7/1/2021,869
Oregon,75-84 years,8/1/2021,997
Oregon,75-84 years,9/1/2021,1063
Oregon,75-84 years,10/1/2021,1090
Oregon,75-84 years,11/1/2021,959
Oregon,75-84 years,12/1/2021,1032
Oregon,85+ years,1/1/2018,1146
Oregon,85+ years,2/1/2018,1002
Oregon,85+ years,3/1/2018,1107
Oregon,85+ years,4/1/2018,973
Oregon,85+ years,5/1/2018,981
Oregon,85+ years,6/1/2018,954
Oregon,85+ years,7/1/2018,911
Oregon,85+ years,8/1/2018,963
Oregon,85+ years,9/1/2018,873
Oregon,85+ years,10/1/2018,925
Oregon,85+ years,11/1/2018,964
Oregon,85+ years,12/1/2018,1033
Oregon,85+ years,1/1/2019,1094
Oregon,85+ years,2/1/2019,943
Oregon,85+ years,3/1/2019,1115
Oregon,85+ years,4/1/2019,1031
Oregon,85+ years,5/1/2019,1021
Oregon,85+ years,6/1/2019,968
Oregon,85+ years,7/1/2019,966
Oregon,85+ years,8/1/2019,939
Oregon,85+ years,9/1/2019,893
Oregon,85+ years,10/1/2019,1013
Oregon,85+ years,11/1/2019,1040
Oregon,85+ years,12/1/2019,1050
Oregon,85+ years,1/1/2020,1084
Oregon,85+ years,2/1/2020,973
Oregon,85+ years,3/1/2020,1044
Oregon,85+ years,4/1/2020,1049
Oregon,85+ years,5/1/2020,997
Oregon,85+ years,6/1/2020,948
Oregon,85+ years,7/1/2020,975
Oregon,85+ years,8/1/2020,1003
Oregon,85+ years,9/1/2020,999
Oregon,85+ years,10/1/2020,1004
Oregon,85+ years,11/1/2020,1150
Oregon,85+ years,12/1/2020,1321
Oregon,85+ years,1/1/2021,1188
Oregon,85+ years,2/1/2021,1044
Oregon,85+ years,3/1/2021,1075
Oregon,85+ years,4/1/2021,976
Oregon,85+ years,5/1/2021,1007
Oregon,85+ years,6/1/2021,997
Oregon,85+ years,7/1/2021,1029
Oregon,85+ years,8/1/2021,1089
Oregon,85+ years,9/1/2021,1146
Oregon,85+ years,10/1/2021,1237
Oregon,85+ years,11/1/2021,1088
Oregon,85+ years,12/1/2021,1262
Pennsylvania,< 1 year,1/1/2018,74
Pennsylvania,< 1 year,2/1/2018,64
Pennsylvania,< 1 year,3/1/2018,57
Pennsylvania,< 1 year,4/1/2018,59
Pennsylvania,< 1 year,5/1/2018,65
Pennsylvania,< 1 year,6/1/2018,69
Pennsylvania,< 1 year,7/1/2018,79
Pennsylvania,< 1 year,8/1/2018,83
Pennsylvania,< 1 year,9/1/2018,62
Pennsylvania,< 1 year,10/1/2018,75
Pennsylvania,< 1 year,11/1/2018,67
Pennsylvania,< 1 year,12/1/2018,51
Pennsylvania,< 1 year,1/1/2019,56
Pennsylvania,< 1 year,2/1/2019,68
Pennsylvania,< 1 year,3/1/2019,83
Pennsylvania,< 1 year,4/1/2019,61
Pennsylvania,< 1 year,5/1/2019,70
Pennsylvania,< 1 year,6/1/2019,64
Pennsylvania,< 1 year,7/1/2019,63
Pennsylvania,< 1 year,8/1/2019,63
Pennsylvania,< 1 year,9/1/2019,64
Pennsylvania,< 1 year,10/1/2019,66
Pennsylvania,< 1 year,11/1/2019,65
Pennsylvania,< 1 year,12/1/2019,65
Pennsylvania,< 1 year,1/1/2020,74
Pennsylvania,< 1 year,2/1/2020,52
Pennsylvania,< 1 year,3/1/2020,58
Pennsylvania,< 1 year,4/1/2020,58
Pennsylvania,< 1 year,5/1/2020,58
Pennsylvania,< 1 year,6/1/2020,60
Pennsylvania,< 1 year,7/1/2020,65
Pennsylvania,< 1 year,8/1/2020,54
Pennsylvania,< 1 year,9/1/2020,54
Pennsylvania,< 1 year,10/1/2020,75
Pennsylvania,< 1 year,11/1/2020,53
Pennsylvania,< 1 year,12/1/2020,65
Pennsylvania,< 1 year,1/1/2021,60
Pennsylvania,< 1 year,2/1/2021,48
Pennsylvania,< 1 year,3/1/2021,62
Pennsylvania,< 1 year,4/1/2021,61
Pennsylvania,< 1 year,5/1/2021,61
Pennsylvania,< 1 year,6/1/2021,55
Pennsylvania,< 1 year,7/1/2021,52
Pennsylvania,< 1 year,8/1/2021,65
Pennsylvania,< 1 year,9/1/2021,54
Pennsylvania,< 1 year,10/1/2021,73
Pennsylvania,< 1 year,11/1/2021,60
Pennsylvania,< 1 year,12/1/2021,68
Pennsylvania,1-4 years,1/1/2018,15
Pennsylvania,1-4 years,2/1/2018,10
Pennsylvania,1-4 years,3/1/2018,13
Pennsylvania,1-4 years,5/1/2018,11
Pennsylvania,1-4 years,7/1/2018,12
Pennsylvania,1-4 years,8/1/2018,12
Pennsylvania,1-4 years,11/1/2018,13
Pennsylvania,1-4 years,12/1/2018,11
Pennsylvania,1-4 years,3/1/2019,13
Pennsylvania,1-4 years,4/1/2019,12
Pennsylvania,1-4 years,5/1/2019,10
Pennsylvania,1-4 years,7/1/2019,14
Pennsylvania,1-4 years,8/1/2019,14
Pennsylvania,1-4 years,10/1/2019,10
Pennsylvania,1-4 years,1/1/2020,13
Pennsylvania,1-4 years,2/1/2020,11
Pennsylvania,1-4 years,3/1/2020,13
Pennsylvania,1-4 years,4/1/2020,13
Pennsylvania,1-4 years,5/1/2020,15
Pennsylvania,1-4 years,6/1/2020,13
Pennsylvania,1-4 years,7/1/2020,16
Pennsylvania,1-4 years,8/1/2020,12
Pennsylvania,1-4 years,12/1/2020,15
Pennsylvania,1-4 years,1/1/2021,18
Pennsylvania,1-4 years,5/1/2021,16
Pennsylvania,1-4 years,6/1/2021,15
Pennsylvania,1-4 years,7/1/2021,10
Pennsylvania,1-4 years,8/1/2021,14
Pennsylvania,1-4 years,9/1/2021,11
Pennsylvania,1-4 years,10/1/2021,13
Pennsylvania,1-4 years,11/1/2021,10
Pennsylvania,1-4 years,12/1/2021,13
Pennsylvania,5-14 years,1/1/2018,20
Pennsylvania,5-14 years,2/1/2018,18
Pennsylvania,5-14 years,3/1/2018,13
Pennsylvania,5-14 years,4/1/2018,18
Pennsylvania,5-14 years,5/1/2018,17
Pennsylvania,5-14 years,6/1/2018,14
Pennsylvania,5-14 years,7/1/2018,17
Pennsylvania,5-14 years,8/1/2018,16
Pennsylvania,5-14 years,9/1/2018,16
Pennsylvania,5-14 years,10/1/2018,16
Pennsylvania,5-14 years,11/1/2018,21
Pennsylvania,5-14 years,12/1/2018,15
Pennsylvania,5-14 years,1/1/2019,22
Pennsylvania,5-14 years,2/1/2019,12
Pennsylvania,5-14 years,3/1/2019,18
Pennsylvania,5-14 years,4/1/2019,17
Pennsylvania,5-14 years,5/1/2019,15
Pennsylvania,5-14 years,6/1/2019,14
Pennsylvania,5-14 years,7/1/2019,24
Pennsylvania,5-14 years,8/1/2019,18
Pennsylvania,5-14 years,9/1/2019,12
Pennsylvania,5-14 years,10/1/2019,18
Pennsylvania,5-14 years,11/1/2019,17
Pennsylvania,5-14 years,12/1/2019,14
Pennsylvania,5-14 years,2/1/2020,15
Pennsylvania,5-14 years,3/1/2020,14
Pennsylvania,5-14 years,4/1/2020,16
Pennsylvania,5-14 years,5/1/2020,20
Pennsylvania,5-14 years,6/1/2020,10
Pennsylvania,5-14 years,7/1/2020,20
Pennsylvania,5-14 years,8/1/2020,16
Pennsylvania,5-14 years,9/1/2020,20
Pennsylvania,5-14 years,10/1/2020,12
Pennsylvania,5-14 years,11/1/2020,15
Pennsylvania,5-14 years,12/1/2020,15
Pennsylvania,5-14 years,1/1/2021,15
Pennsylvania,5-14 years,2/1/2021,11
Pennsylvania,5-14 years,3/1/2021,25
Pennsylvania,5-14 years,4/1/2021,19
Pennsylvania,5-14 years,5/1/2021,26
Pennsylvania,5-14 years,6/1/2021,19
Pennsylvania,5-14 years,7/1/2021,25
Pennsylvania,5-14 years,8/1/2021,22
Pennsylvania,5-14 years,9/1/2021,13
Pennsylvania,5-14 years,10/1/2021,22
Pennsylvania,5-14 years,11/1/2021,18
Pennsylvania,5-14 years,12/1/2021,19
Pennsylvania,15-24 years,1/1/2018,105
Pennsylvania,15-24 years,2/1/2018,82
Pennsylvania,15-24 years,3/1/2018,93
Pennsylvania,15-24 years,4/1/2018,100
Pennsylvania,15-24 years,5/1/2018,109
Pennsylvania,15-24 years,6/1/2018,106
Pennsylvania,15-24 years,7/1/2018,109
Pennsylvania,15-24 years,8/1/2018,98
Pennsylvania,15-24 years,9/1/2018,98
Pennsylvania,15-24 years,10/1/2018,121
Pennsylvania,15-24 years,11/1/2018,85
Pennsylvania,15-24 years,12/1/2018,96
Pennsylvania,15-24 years,1/1/2019,81
Pennsylvania,15-24 years,2/1/2019,87
Pennsylvania,15-24 years,3/1/2019,74
Pennsylvania,15-24 years,4/1/2019,96
Pennsylvania,15-24 years,5/1/2019,83
Pennsylvania,15-24 years,6/1/2019,105
Pennsylvania,15-24 years,7/1/2019,94
Pennsylvania,15-24 years,8/1/2019,96
Pennsylvania,15-24 years,9/1/2019,80
Pennsylvania,15-24 years,10/1/2019,93
Pennsylvania,15-24 years,11/1/2019,101
Pennsylvania,15-24 years,12/1/2019,97
Pennsylvania,15-24 years,1/1/2020,84
Pennsylvania,15-24 years,2/1/2020,81
Pennsylvania,15-24 years,3/1/2020,86
Pennsylvania,15-24 years,4/1/2020,83
Pennsylvania,15-24 years,5/1/2020,96
Pennsylvania,15-24 years,6/1/2020,96
Pennsylvania,15-24 years,7/1/2020,123
Pennsylvania,15-24 years,8/1/2020,120
Pennsylvania,15-24 years,9/1/2020,117
Pennsylvania,15-24 years,10/1/2020,110
Pennsylvania,15-24 years,11/1/2020,113
Pennsylvania,15-24 years,12/1/2020,131
Pennsylvania,15-24 years,1/1/2021,112
Pennsylvania,15-24 years,2/1/2021,93
Pennsylvania,15-24 years,3/1/2021,114
Pennsylvania,15-24 years,4/1/2021,109
Pennsylvania,15-24 years,5/1/2021,127
Pennsylvania,15-24 years,6/1/2021,109
Pennsylvania,15-24 years,7/1/2021,132
Pennsylvania,15-24 years,8/1/2021,107
Pennsylvania,15-24 years,9/1/2021,98
Pennsylvania,15-24 years,10/1/2021,123
Pennsylvania,15-24 years,11/1/2021,98
Pennsylvania,15-24 years,12/1/2021,116
Pennsylvania,25-34 years,1/1/2018,252
Pennsylvania,25-34 years,2/1/2018,187
Pennsylvania,25-34 years,3/1/2018,223
Pennsylvania,25-34 years,4/1/2018,224
Pennsylvania,25-34 years,5/1/2018,282
Pennsylvania,25-34 years,6/1/2018,246
Pennsylvania,25-34 years,7/1/2018,222
Pennsylvania,25-34 years,8/1/2018,256
Pennsylvania,25-34 years,9/1/2018,250
Pennsylvania,25-34 years,10/1/2018,241
Pennsylvania,25-34 years,11/1/2018,221
Pennsylvania,25-34 years,12/1/2018,219
Pennsylvania,25-34 years,1/1/2019,196
Pennsylvania,25-34 years,2/1/2019,199
Pennsylvania,25-34 years,3/1/2019,227
Pennsylvania,25-34 years,4/1/2019,231
Pennsylvania,25-34 years,5/1/2019,199
Pennsylvania,25-34 years,6/1/2019,216
Pennsylvania,25-34 years,7/1/2019,214
